Hero,Name,Gender
THUNDERHEAD/,"('Thomas Thunderhead (Earth-616)', 90)",Male
"SLOAN, DR.","('Morris Sloan (Earth-616)', 86)",Male
"WEIN, LEN","('Len Arkwright (Earth-616)', 86)",Male
"ALRAUNE, MARLENE","('Marlene Alraune (Earth-616)', 86)",Female
JAHF,"('Elijah Bradley (Earth-616)', 74)",Male
"VINYL, MILO","('Dee Milo (Earth-616)', 86)",Female
BROTHER WONDERFUL/DR,"('Steven Rogers (Dr Bong Clone) (Earth-616)', 86)",Male
"STACY, GWEN (CLONE)","('Gwendolyne Stacy (Earth-616)', 86)",Female
"MCCALL, MEREDITH | T","('Meredith McCall (Earth-616)', 89)",Female
"SIMMONS, RANDALL","('Randall Darby (Earth-616)', 86)",Male
HARRIER,"('Harrier (Cult of the Jackal) (Earth-616)', 90)",Male
KHOON,"('Khoon (Earth-616)', 90)",Male
"KLINE, MR.","('Mr. Raven (Earth-616)', 86)",Male
"SOMMERS, APRIL","('April Maye (Earth-616)', 86)",Female
"HOSEK, BULL","('Bull McGiveney (Earth-616)', 86)",Male
VIBRAVORE,"('Vibrato (Earth-616)', 64)",Male
NIKKI/NICHOLETTE GOL,"('Nicolette Giroux (Earth-616)', 51)",Female
DAMBALLAH II,"('Shingen Harada II (Earth-616)', 86)",Male
"CARTER, TAD","('Sharon Carter (Earth-616)', 86)",Female
CLASH/,"('Clash (Earth-616)', 90)",Female
SILVER,"('Silver Sablinova (Earth-616)', 90)",Female
DE LA COURTE,"('Valentina Allegra de Fontaine (Earth-616)', 86)",Female
BLASTAAR,"('Blastaar (Earth-616)', 90)",Male
CAPTAIN AMERICA IV/S,"('Captain America (Steven Rogers)', 86)",Male
FIREWALL/THEARY/MIN ,"('Fireball (Earth-616)', 63)",Female
"CROSS, GENEVIEVE","('William Cross (Earth-616)', 86)",Male
DECAY II/YOSHIRO HAC,"('Seeker II (Inhuman) (Earth-616)', 86)",Male
"WILLIFORD, BRENT","('Brent Jackson (Earth-616)', 86)",Male
TULL,"('Tullamore Voge (Earth-616)', 90)",Male
RUCKUS,"('Yruku (Earth-616)', 68)",Male
"WOLFE, SARA","('Hedy Wolfe (Earth-616)', 86)",Female
AURA/ANN HERD,"('Ann Darnell (Earth-616)', 86)",Female
DELPHI II,"('Shingen Harada II (Earth-616)', 86)",Male
ORIKAL,"('Orikal (Earth-616)', 90)",nan
AJAX,"('Ajax (Pantheon) (Earth-616)', 90)",Male
"FRIEDLANDER, SHARON","('Sharon Friedlander (Earth-616)', 86)",Female
"BLAZE, CRAIG","('Johnathon Blaze (Earth-616)', 86)",Male
MAGOG II,"('Shingen Harada II (Earth-616)', 86)",Male
DMITRI,"('Dmitri Smerdyakov (Earth-616)', 90)",Male
"GATES, JUNIOR","('Junior Gates (Earth-616)', 86)",Male
SLAUGHTER,"('Victor Slaughter (Earth-616)', 90)",Male
KARYGMAX,"('Karygmax (Earth-616)', 90)",Male
INFERNO,"('Face (Inferno Baby) (Earth-616)', 90)",Male
"THOMAS, JEANIE","('Thomas Raymond (Earth-616)', 86)",Male
COPYCAT/VANESSA,"('Vanessa Carlysle (Earth-616)', 86)",Female
COURIER/JACOB GAVIN,"('The Storyteller (Gavin) (Earth-616)', 86)",Male
GOLDIELOCKS/,"('Wrong (Soldiers of Misfortune) (Earth-616)', 58)",nan
RIGER,"('Riger (Earth-616)', 90)",Male
MADAME MASQUE III,"('Warren Worthington III (Earth-616)', 86)",Male
TRASK,"('Bolivar Trask (Earth-616)', 90)",Male
STORM DOPPELGANGER,"('Peter Parker (Doppelganger) (Earth-616)', 86)",Male
"BERENGHETTI, SUSAN","('Susan Storm (Heroes Reborn) (Earth-616)', 86)",Female
"HARR, DR.","('Dr. Yao (Earth-616)', 86)",Male
"WILFORD, ELISABETH B","('Elisabeth Wilford (Earth-616)', 89)",Female
DR. STRANGE/STEPHEN ,"('Stephen Strange (Earth-616)', 86)",Male
"LOPEZ, ANGELA","('Maya Lopez (Earth-616)', 86)",Female
"BRANDEIS, LIZ PARRIS","('Brander (Earth-616)', 53)",Male
"CORD, EDWIN","('Edwin Jarvis (Earth-616)', 86)",Male
"WILLIAMS, NILES","('Simon Williams (Earth-616)', 86)",Male
CYBER,"('Cyberex (Earth-616)', 90)",nan
"HARRIS, CHRISTINE","('Christine Palmer (Earth-616)', 86)",Female
DIRECTOR X,"('Director X (Department H) (Earth-616)', 90)",Male
NAMELESS ONE II,"('Shingen Harada II (Earth-616)', 86)",Male
DEUCE,"('Deuce (Earth-616)', 90)",Male
BIG CASINO/,"('Big Casino (Earth-616)', 90)",Male
"AGUIRRE, ISOBEL","('Isobel Aguirre (Earth-616)', 86)",Female
"FIELDS, TODD","('Todd Arliss (Earth-616)', 86)",Male
"HOLDEN, DR. SAMUEL","('Samuel Alexander (Earth-616)', 86)",Male
"MANH, COY LEONG XUI","('Leong Coy Manh (Earth-616)', 84)",Male
ANDROMEDA/ANDROMEDA ,"('Andromeda Attumasen (Earth-616)', 86)",Female
EJULP,"('Ejulp (Earth-616)', 90)",Male
"BUNYAN, PAUL","('Jean-Paul Beaubier (Earth-616)', 86)",Male
VEGA-SUPERIOR,"('Vega-Superior (Earth-616)', 90)",nan
"THORPE, LUKE","('Luke Cage (Earth-616)', 86)",Male
"CHERRYH, RANDOLPH WI","('Randolph Cherryh (Earth-616)', 86)",Male
JYX,"('Joy Mercado (Earth-616)', 60)",Female
BEAST/HENRY &HANK& P,"('Bi-Beast (Duplicate) (Earth-616)', 86)",Male
MASTER MOLD,"('Master Mold (Earth-616)', 90)",Male
WILLIAMS JOHN,"('John Jonah Jameson (Earth-616)', 86)",Male
"MESSENGER, TOBIAS","('Tobias (Space Phantom) (Earth-616)', 86)",Male
"DARKOVER, PROFESSOR ","('Professor Cartwright (Earth-616)', 86)",Male
"GARVIN, GEARS","('Wilbur Garvin (Earth-616)', 86)",Male
"MURRAY, WILLIAM T. B","('Humanoid Experimental Robot B-Type Integrated Electronics (Earth-616)', 86)",Male
RAA,"('Wraarl (Earth-616)', 90)",Male
SHOTGUN III/,"('Warren Worthington III (Earth-616)', 86)",Male
"STEVENS, DR. VINCENT","('Vincent Stevens (Earth-616)', 86)",Male
ELWOOD,"('Elwood (Pooka) (Earth-616)', 90)",Male
AJES'HA,"(""Ajes'ha (Earth-616)"", 90)",Female
ASTRA,"('Astra (Imperial Guard) (Earth-616)', 90)",Female
"MARSHALL, GRANT","('Gloria Grant (Earth-616)', 86)",Female
RELAY,"('Jarella (Earth-616)', 72)",Female
"MARLOWE, STEVE JR.","('Jason Macendale Jr. (Earth-616)', 86)",Male
"MURDOCK, MATT | TIME","('Matthew Murdock (Hellspawn) (Earth-616)', 86)",Male
"HURDLER, THOMAS","('Thomas Raymond (Earth-616)', 86)",Male
JUVAN,"('Juvan (Earth-616)', 90)",Male
ARSENIC,"('Arsenic (Element) (Earth-616)', 90)",nan
STARBOLT,"('Starbolt (Earth-616)', 90)",Male
BLUR,"('Blurry (Earth-616)', 90)",Male
"VON VOLTZMANN, FRITZ","('Wolfgang von Strucker (Earth-616)', 86)",Male
"COLE, PRISCILLA","('Priscilla Lyons (Earth-616)', 86)",Female
BUEL,"('Buel (Earth-616)', 90)",Male
"STANDISH, GEN.","('General Standish (Earth-616)', 86)",Male
"BLAKE, DR. DONALD (C","('Donald Blake (Mystic Spell) (Earth-616)', 86)",Male
"ALEGRIA, RICHIE","('Richie Alegria (Earth-616)', 86)",Male
VIZIER,"('Grand Vizier (Asgard) (Earth-616)', 90)",Male
CROSS/,"('William Cross (Earth-616)', 90)",Male
FIRESTRIKE/DALTON BE,"('Firestryke (Earth-616)', 63)",Female
"MERRYWEATHER, IRENE","('Irene Merryweather (Earth-616)', 86)",Female
WING,"('Colleen Wing (Earth-616)', 90)",Female
"AGEE, DR. AUBREY","('Steven Rogers (Dr Bong Clone) (Earth-616)', 86)",Male
ENRAGED,"('Yenrag (Earth-616)', 71)",Male
COGGER,"('Doggerel (Earth-616)', 75)",Male
"GERASI, LESLIE","('Leslie Dean (Earth-616)', 86)",Female
SHIP,"('Smartship Friday (Earth-616)', 90)",nan
SPARROW,"('Fast (Sparrow) (Earth-616)', 90)",Female
"CASE, COL. PRESTON","('Preston Hardwick (Earth-616)', 86)",Male
PROFESSOR X/CHARLES ,"('Charles Burlingame (Earth-616)', 86)",Male
MERLIN,"('Merlin (Robot) (Earth-616)', 90)",nan
KARNIVOR,"('Kavor (Earth-616)', 66)",Male
"KANNOR, ORLANDO","('Orlando Furio (Earth-616)', 86)",Male
NANABOZHO,"('Nanabozho (Earth-616)', 90)",Male
SPIDER-MAN CLONE/BEN,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)",Male
BEAST DOPPELGANGER I,"('Peter Parker (Doppelganger) (Earth-616)', 86)",Male
MAESTRO,"('Maelstrom (Earth-616)', 77)",Male
MICHELLE,"('Michelle Balters (Earth-616)', 90)",Female
STONECUTTER/UTAMA TO,"('TOR\\/test', 53)",nan
VOLCANA/MARSHA ROSEN,"('Volcanus (Earth-616)', 56)",Male
SVAROG,"('Svarog (Earth-616)', 90)",Male
DEMOLITION MAN DOPPE,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)",Male
"BERENGHETTI, MICHAEL","('Michael Twoyoungmen (Earth-616)', 86)",Male
"JAMESON, COL. JOHN ","('John Jonah Jameson (Earth-616)', 86)",Male
SCOURGE II/,"('Scourge (Delazny) (Earth-616)', 86)",Male
HAUPTMANN DEUTSCHLAN,"('Jurgen Hauptmann (Earth-616)', 59)",Male
PHOENIX 2013,"('Phoenix Force (Earth-616)', 86)",nan
"SHERIDAN, RICHARD RI","('Richard Parker (Simulcrum) (Earth-616)', 86)",Male
COMET MAN/DR. STEPHE,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)",Male
TECH-NOIR/,"('Mako (Project Ultra-Tech) (Earth-616)', 86)",Male
DARKHAWK/CHRIS POWEL,"('Christopher Powell (Earth-616)', 59)",Male
"GANNON, RICH","('Rich van Burian (Earth-616)', 86)",Male
JOSEPH,"('Joseph Robertson (Earth-616)', 90)",Male
GREEN GOBLIN/NORMAN ,"('Norman Harold Osborn (Earth-616)', 86)",Male
CROWN,"('Adam Crown (Earth-616)', 90)",Male
LIGHTMASTER/EDWARD L,"('James Madrox (S.H.I.E.L.D. Agent) (Earth-616)', 86)",Male
DEATH-STALKER,"('Death-Stalker (Earth-616)', 90)",Female
CHAINSAW/,"('Chainsaw (Earth-616)', 90)",Male
BROMINE,"('Bromine (Element) (Earth-616)', 90)",nan
"HAGGERT, BOB","('Bob (Hydra Agent) (Earth-616)', 86)",Male
TRUMP/,"('Trump (Earth-616)', 90)",Male
DEATHLOK III DOPPELG,"('Warren Worthington III (Earth-616)', 86)",Male
"DREYFUSS, RACHEL","('Rachel Leighton (Earth-616)', 86)",Female
WEREWOLF BY NIGHT/JA,"('Night Raven (Vigilante) (Earth-616)', 86)",Male
"MCKNIGHT, BOB","('Bob (Hydra Agent) (Earth-616)', 86)",Male
SHARD,"('Reed Richards (Earth-616)', 72)",Male
"KELLEHER, MARY","('Mary Jane Watson (Earth-616)', 86)",Female
"NELSON, DEBBIE HARRI","('William Grant Nelson (Earth-616)', 86)",Male
GREMLIN/,"('Gremlin (Synthozoid) (Earth-616)', 90)",nan
AVATAR,"('Deluge (Avatars) (Earth-616)', 90)",nan
"TALBOT, MAJ. MATT","('Matt (Sentinel) (Earth-616)', 86)",Male
"GAMELIN, JOHN T J.T.","('John Jonah Jameson (Earth-616)', 86)",Male
"MORAN, KEVIN","('Kevin Plunder (Earth-616)', 86)",Male
CALIBAN/,"('Caliban (Earth-616)', 90)",Male
"ARCHER, ULYSSES SAMS","('Ulysses Dragonblood (Earth-616)', 86)",Male
AGINAR,"('Aginar (Earth-616)', 90)",Male
SILVER SURFER | MUTA,"('Mary Brown (Silver Age) (Earth-616)', 86)",Female
"KRAFT, DONNA","('Bella Donna Boudreaux (Earth-616)', 86)",Female
DEATH'S HEAD,"(""Death's Head (Carl) (Earth-616)"", 90)",Male
"HOLDSWORTH, PARKER","('Peter Parker (Ben Reilly) (Earth-616)', 86)",Male
"DARROW, MARISSA II","('Shingen Harada II (Earth-616)', 86)",Male
"SCANLON, COMMANDER","('Commander Kraken (Earth-616)', 86)",Male
"CHAMPION, IMUS","('Imus Champion (Earth-616)', 86)",Male
RINGER II,"('Shingen Harada II (Earth-616)', 86)",Male
CAT BURGLAR,"('Burglar (Earth-616)', 86)",Male
SANCTITY/TANYA TRASK,"('Tanya Trask (Earth-616)', 67)",Female
UMAR,"('Umar (Earth-616)', 90)",Female
BLACK KING/SEBASTIAN,"('Black Knight (Young Masters) (Earth-616)', 86)",Female
WHIZZER/ROBERT L. FR,"('William Robert Reilly (Earth-616)', 86)",Male
AVALANCHE/DOMINIC PE,"('Dominic Dunsinane (Earth-616)', 52)",Male
"STANACHEK, FREDDIE","('Freddie Stanachek (Earth-616)', 86)",Male
PURPLE MAN/ZEBEDIAH ,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)",Male
DRACCHISS,"('Isaac Christians (Earth-616)', 60)",Male
LILANDRA NERAMANI [S,"('Lilandra Neramani (Earth-616)', 89)",Female
T-RAY/WADE WILSON,"('Wade Wilson (Evil Deadpool) (Earth-616)', 86)",Male
BLOODSTONE/ULYSSES B,"('Ulysses Bloodstone (Earth-616)', 90)",Male
GARGOYLE/IGOR DRENKO,"('Gargoyle (Strange Tales) (Earth-616)', 86)",Male
GOG,"('Mangog (Earth-616)', 90)",Male
"VOGHT, AMELIA","('Amelia Voght (Earth-616)', 86)",Female
"MANTLO, BILL","('Beta Ray Bill (Earth-616)', 86)",Male
BUSHMASTER/JOHN MCIV,"('John Jonah Jameson III (Earth-616)', 86)",Male
"STEWART, MADDIE","('Vincent Stewart (Earth-616)', 86)",Male
COMMCAST/GARABED BAS,"('Garabed Bashur (Earth-616)', 61)",Male
BLACKWING/JOSEPH MAN,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)",Male
VOLCANA ASH,"('Brandy Ash (Earth-616)', 86)",Female
ZONE,"('Helix (Negative Zone) (Earth-616)', 90)",Female
BUSHWACKER/CARL,"('Carl Burbank (Earth-616)', 86)",Male
"BANK, IRVING","('David Christopher Bank (Earth-616)', 86)",Male
"DRAKE, CARLTON","('Robert Drake (Earth-616)', 86)",Male
SAHREED,"('Sahreed (Earth-616)', 90)",Male
BLOODWRAITH/SEAN DOL,"('Sea Dogs', 68)",nan
BITMAP/,"('Bitmap (Earth-616)', 90)",Male
VENOM/EDDIE BROCK,"('Venom (Symbiote) (Earth-616)', 86)",Agender
"LOCKLIN, BEN","('Ben Urich (Earth-616)', 86)",Male
BLOODSTRIKE/ERIC CON,"('Eric Slaughter (Crime Boss) (Earth-616)', 86)",Male
SEA WITCH/BRIGIT O'H,"('George Tarleton (M.O.D.O.K. Superior) (Earth-616)', 86)",Male
FOXBAT,"('Foxbat (Earth-616)', 90)",Male
ARIZE,"('Jeanne-Marie Beaubier (Earth-616)', 76)",Female
BEREET,"('Bereet (Earth-616)', 90)",Female
NOMAD III/JACK MONRO,"('Warren Worthington III (Earth-616)', 86)",Male
WOLVERINE SKRULL,"('Wolverine (James \\""Logan\\"" Howlett)', 86)",Male
KATU,"('Katu Kath (Earth-616)', 90)",Male
JACKAL II/WARREN,"('Warren Worthington III (Earth-616)', 86)",Male
"CLOONEY, DR.","('Dr. Yao (Earth-616)', 86)",Male
JACK FLAG/,"('Jack Russell (Earth-616)', 86)",Male
CROSSFIRE,"('Daniel Shawcross (Earth-616)', 61)",Male
DRAGONUS,"('Dragonus (Earth-616)', 90)",Male
"HORTON, PROFESSOR PH","('Professor Cartwright (Earth-616)', 86)",Male
GARGOUILLE/,"('Joanna Cargill (Earth-616)', 63)",Female
"REILLY, MAVIS","('May Reilly (Earth-616)', 86)",Female
LUMINOR,"('Luminor (Earth-616)', 90)",Male
AUTOLYCUS,"('Autolycus (Earth-616)', 90)",Male
SCIMITAR,"('Scimitar (Earth-616)', 90)",Male
"HENSHAW, CURTIS","('Curtis Connors (Earth-616)', 86)",Male
"DRAGONMEGAS, JESSIE","('Nergal', 60)",nan
BIRD MAN III/,"('Spider-Man (Peter Parker)', 86)",Male
SHOC/NEIL AIKEN,"('Neil Garrett (Earth-616)', 86)",Male
"PHILLIPS, HANDSOME H","('H. Warren Craddock (Skrull) (Earth-616)', 86)",Male
RAMA KALIPH,"('Rama Kaliph (Earth-616)', 90)",Male
"RADD, FENNAN","('Norrin Radd (Earth-616)', 86)",Male
"SEWARD, DR. CHARLES","('Charles Burlingame (Earth-616)', 86)",Male
AQUARIUS/DARREN BENT,"('Aquarius (Ecliptic) (Earth-616)', 86)",Male
METEORITE III/VALERI,"('Warren Worthington III (Earth-616)', 86)",Male
ENTITY II,"('Onslaught (Psychic Entity) (Earth-616)', 86)",Male
OLD WOMAN,"('Old Woman (Red Right Hand) (Earth-616)', 90)",Female
MIDWIFE,"('Midwife (Earth-616)', 90)",Female
S'YM,"(""S'ym (Earth-616)"", 90)",Male
YAYAUHCO,"('Paco Montoya (Earth-616)', 57)",Male
BLACK GOLIATH/DR. WI,"('Black Knight (Young Masters) (Earth-616)', 86)",Female
BATTLESTAR/LEMAR HOS,"('Battlescar (Earth-616)', 68)",Male
ZOOG [KYMELLIAN],"('Kyllian Boddicker (Earth-616)', 57)",Male
WALL/,"('Wallace Jackson (Earth-616)', 90)",Male
RAGAR,"('Kuragari (Earth-616)', 90)",Male
SAMSON,"('Leonard Samson (Earth-616)', 90)",Male
"TAKIMOTO, RON","('Talla Ron (Earth-616)', 86)",Female
"FURY, COL. NICHOLAS ","('Nicholas Fury, Jr. (Earth-616)', 86)",Male
"NUGENT, ALICE","('Alice Hayes (Earth-616)', 86)",Female
SISTER PLEASURE/SCAR,"('Rapture (Sister Joy) (Earth-616)', 86)",Female
LETHA,"('Nikoleta Harrow (Earth-616)', 76)",Female
"ST. THOMAS, JULES","('Monet St. Croix (Earth-616)', 86)",Female
"DRAKE, MALCOLM","('Robert Drake (Earth-616)', 86)",Male
FLYING FOX,"('Flying Fox (Earth-616)', 90)",Female
VAGUE/,"('Vague (Earth-616)', 90)",Female
SLEDGE,"('Jerry Sledge (Earth-616)', 90)",Male
MOLE MAN/HARVEY RUPE,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)",Male
"WETHERELL, MANOLI","('Manoli Wetherell (Earth-616)', 86)",Female
LEGS/,"('Crazy Legs (Earth-616)', 90)",Male
BAV-TEK,"('Bav-Tek (Earth-616)', 90)",Male
EMPRESS R'KILL [SKRU,"('Yeti (Weapon P.R.I.M.E.) (Earth-616)', 86)",Male
HELIX II,"('Shingen Harada II (Earth-616)', 86)",Male
FRANKENSURFER/BORGO,"('Frank Werner (Earth-616)', 52)",Male
AMAZON,"('Amazon (S.H.E.) (Earth-616)', 90)",Female
NOY,"('Sansenoy (Earth-616)', 90)",Male
"SIMPSON, CRASH","('Roxanne Simpson (Earth-616)', 86)",Female
"YOUNG, MAX","('Max Eisenhardt (Earth-616)', 86)",Male
TAKU,"('Taku (Earth-616)', 90)",Male
MEEK,"('Ambrose Meek (Earth-616)', 90)",Male
"ERWIN, MORLEY","('Clytemnestra Erwin (Earth-616)', 86)",Female
LUMP,"('William Lumpkin (Earth-616)', 90)",Male
"GRIMM, JAKE","('Benjamin Grimm (Earth-616)', 86)",Male
XEMU,"('Maximus (Earth-616)', 68)",Male
WATCHLORD/,"('Lord Chaos (Earth-616)', 67)",nan
AHAB/RORY CAMPBELL,"('Roderick Campbell (Earth-616)', 86)",Male
HUSK/PAIGE GUTHRIE |,"('Jebediah Guthrie (Earth-616)', 86)",Male
"CHAR, BRON","('Bron (Earth-616)', 86)",Male
ROTWRAP,"('Aurora Poule (Earth-616)', 64)",Female
"LOVEJOY, FRANKLIN","('Franklin Nelson (Earth-616)', 86)",Male
RAZORWIRE,"('Razor Wire (Earth-616)', 80)",Male
MOUSE,"('Joan the Mouse (Earth-616)', 90)",Female
BERYLLIUM,"('Beryllium (Element) (Earth-616)', 90)",nan
FIZ [SKRULL],"('Edwin Jarvis (Skrull) (Earth-616)', 86)",Male
"HOBBS, DET.","('Harris Hobbs (Earth-616)', 86)",Male
"MCPHAIL, NATALIE","('Natalie Turner (Earth-616)', 86)",Female
M'SHULLA,"('M-11 (Earth-616)', 86)",Male
DUCHARME,"('Ducharme (Earth-616)', 90)",Female
NOCTURNE II/ANGELA C,"('Time-Buoy Number 6-C (Earth-616)', 86)",nan
"CONKLIN, CAPT.","('Shelley Conklin (Earth-616)', 86)",Female
HUNTSMAN,"('Phoebe Huntsman (Earth-616)', 90)",Female
CROSSBONES/BROCK BIN,"('Brock Rumlow (Heroes Reborn) (Earth-616)', 86)",Male
QUICKSILVER/PIETRO M,"('George Tarleton (M.O.D.O.K. Superior) (Earth-616)', 86)",Male
"CARLISLE, PHILLIP","('Phillip Masters (Earth-616)', 86)",Male
KATH,"('Katherine Pryde (Earth-616)', 90)",Female
TOAD/MORTIMER TOYNBE,"('Mortimer Toynbee (Clone) (Earth-616)', 86)",Male
THUNDERBIRD III/NEAL,"('Warren Worthington III (Earth-616)', 86)",Male
KINGSIZE,"('Kingsize (Earth-616)', 90)",Male
"SANTINI, DR. JOSE","('Steven Rogers (Dr Bong Clone) (Earth-616)', 86)",Male
"MUNDY, SHANE","('Shane Shooter (Earth-616)', 86)",Male
SOUL-EATER,"('Bobby Soul (Earth-616)', 86)",Male
NIGHTWATCH/,"('Night Witch (Earth-616)', 72)",Female
PLUTONIUM,"('Plutonium (Element) (Earth-616)', 90)",nan
GRIZZLY II/THEODORE ,"('Theodore Winchester (Earth-616)', 86)",Male
"KINGSLEY, DANIEL","('Roderick Kingsley (Earth-616)', 86)",Male
SLUJ,"('Sluj (Earth-616)', 90)",nan
CALLISTO,"('Callisto (Earth-616)', 90)",Female
MAHA YOGI,"('Maha Yogi (Earth-616)', 90)",Male
COMMANDER BLAZE,"('Johnathon Blaze (Earth-616)', 86)",Male
LLYRA/LLYRA MORRIS,"('Llyra Morris (Earth-616)', 95)",Female
MEXXA RIEN,"('Mexxa Rien (Earth-616)', 90)",Female
"HOYT, TONY","('Iron Man (Anthony \\""Tony\\"" Stark)', 86)",Male
TARTARUS,"('Tartarus (Neo) (Earth-616)', 90)",Male
"RAMOS, MANUEL","('Manuel de la Rocha (Earth-616)', 86)",Male
DEMONICUS/DR. DOUGLA,"('Steven Rogers (Dr Bong Clone) (Earth-616)', 86)",Male
PUNISHER/FRANK CASTL,"('Frank (Police Officer) (Earth-616)', 86)",Male
STAR THIEF/,"('Black Fox (Thief) (Earth-616)', 86)",Male
"FREDERICKSON, KOLINA","('Frederick Sloan (Earth-616)', 65)",Male
"TANNEN, PAUL","('Jean-Paul Beaubier (Earth-616)', 86)",Male
VOLX,"('Volx (Earth-616)', 90)",Female
"MARLOPOLIS, EDGAR","('John Edgar Hoover (Earth-616)', 86)",Male
"MCKENNA-DRAKE, MARLE","(""Cappy (Marla Drake's Doorman) (Earth-616)"", 86)",Male
SIBERION,"('Siberion (Earth-616)', 90)",Male
"SPARROW BEAR, MELLIS","('Jeremy Swimming-Bear (Earth-616)', 86)",Male
FIRELORD/PYREUS KRIL,"('Pyreus Kril (Heroes Reborn) (Earth-616)', 86)",Male
HAMMER III/EISENHOWE,"('Warren Worthington III (Earth-616)', 86)",Male
THREADGOLD,"('Threadgold (Earth-616)', 90)",Male
CORONARY/JIMMY SHARP,"('Jim Sharp (Earth-616)', 59)",Male
BLACKOUT II/,"('Blackout (Lilin) (Earth-616)', 86)",Male
VORZEN,"('Technovore (Earth-616)', 68)",Male
SENSATIONAL HYDRA/A ,"('Hydra (Olympian Beast) (Earth-616)', 86)",Female
"FREEMAN, DUANE JEROM","('Duane Freeman (Earth-616)', 77)",Male
BRIQUETTE/,"('Briquette (Earth-616)', 90)",Female
"RAMBEAU, FRANK","('Frank Castle (Earth-616)', 86)",Male
"GOULDING, DR.","('Dr. Yao (Earth-616)', 86)",Male
BLOODSTORM | MUTANT ,"('Headhunter (Mutant) (Earth-616)', 86)",Female
PANDEMONIA,"('Pandemonia (Earth-616)', 90)",Female
"HENCKEL, MARIA","('Maria Hill (Earth-616)', 86)",Female
FATHER TIME,"('Father Time (Elders of the Universe) (Earth-616)', 90)",Male
FANG,"('Fin Fang Foom (Earth-616)', 90)",Male
GLOM,"('Glom (Earth-616)', 90)",nan
HANGMAN II/JASON ROL,"('Jason Macendale Jr. (Earth-616)', 86)",Male
"SHORR, JACQUELINE","('Jacqueline Falsworth (Earth-616)', 86)",Female
RAPUNZEL,"('Rapunzel (Earth-616)', 90)",Female
"GAULTHING, ANDERSON","('Christopher Anderson (Earth-616)', 86)",Male
SANCTION/AARON,"('Alexander Aaron (Earth-616)', 86)",Male
"MANH, COY TRANH","('Nguyen Ngoc Coy (Earth-616)', 86)",Male
SILVER FOX II/ZORA D,"('George Tarleton (M.O.D.O.K. Superior) (Earth-616)', 86)",Male
GRIFFIN II/JOHNNY HO,"('Han, Chang, Lin, Sun, and Ho Tao-Yu (Earth-616)', 86)",Male
MEDEA,"('Medea (Earth-616)', 90)",Female
"WEYING, ANN","('Ann Darnell (Earth-616)', 86)",Female
SASQUATCH II,"('Shingen Harada II (Earth-616)', 86)",Male
JOUST,"('Joust (Earth-616)', 90)",Male
"RIVERS, JERRY","('Jerry Sledge (Earth-616)', 86)",Male
ECSTACY/MME. RENE DE,"('Valentina Allegra de Fontaine (Earth-616)', 86)",Female
BRIGHTSWORD/CARTER D,"('Carter Ghazikhanian (Earth-616)', 86)",Male
MIDNIGHT'S FIRE/,"('Proxima Midnight (Earth-616)', 86)",Female
GAMESMASTER/JEREMY,"('Jeremy Swimming-Bear (Earth-616)', 86)",Male
CRIMEWAVE/,"('Crimewave (C.W.) (Earth-616)', 90)",Male
"HASTINGS, PROF. LOUI","('Louise Hastings (Earth-616)', 59)",Female
SHINAR,"('Shinar (Earth-616)', 90)",Male
RASPUTIN,"('Piotr Rasputin (Earth-616)', 90)",Male
CYCLONE,"('Cyclone (Horse) (Earth-616)', 90)",Male
PHOSPHORUS,"('Phosphorus (Human) (Earth-616)', 90)",nan
"MCKENZIE, SCARLETT","('Leonard McKenzie (Earth-616)', 86)",Male
N'GAMI,"('H.E.L.E.N. (Earth-616)', 86)",Agender
LORD LEADER,"('Lord Chaos (Earth-616)', 86)",nan
WAR MACHINE II/PARNE,"('Steven Rogers (Revolutionary War) (Earth-616)', 86)",Male
DECAY/,"('Mordecai Boggs (Earth-616)', 72)",Male
DR. OCTOPUS | MUTANT,"('Headhunter (Mutant) (Earth-616)', 86)",Female
BOMBADIER/,"('Bombadier (Elvis) (Earth-616)', 90)",Male
"DUBOIS, HERVE","('Zelda DuBois (Earth-616)', 86)",Female
PSI-LORD/FRANKLIN BE,"('Eliot Franklin (Thunderball) (Earth-616)', 86)",Male
CATSEYE/SHARON SMITH,"('Denis Nayland Smith (Earth-616)', 86)",Male
SPANKER/FRED HOVEL,"('Fredzilla (Fred) (Earth-616)', 86)",Male
RED GUARDIAN III/DR.,"('Warren Worthington III (Earth-616)', 86)",Male
"LOR, KONA","('Kona Lor (Earth-616)', 86)",Female
"KOLE, JOHN","('John Jonah Jameson (Earth-616)', 86)",Male
DARK MOTHER/FINALITY,"('Gauntlet (Dark Riders) (Earth-616)', 86)",Male
"HARDY, STAN","('Felicia Hardy (Earth-616)', 86)",Female
SPOOKY,"('Spook (Earth-616)', 78)",Male
CYCLOPS II,"('Shingen Harada II (Earth-616)', 86)",Male
RIPSTER,"('Ripster (Android) (Earth-616)', 90)",nan
"RON, TALLA","('Talla Ron (Earth-616)', 86)",Female
